Equipment Description,Manufacturer,Model Number,Calibration ID,Accuracy,Last Calibrated,Calibration Due,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/07/2024,13:58:38.891,2377.45,5978.66,119.440000,2.442100,122.700000,173.030000,0.000000,60.004000,291.700000,0.420700,1.603456,1.394591,5977.000000,15.175000,0.000000,62.300000,2.000000,Testing Tank A - Drawing Water Until RTD Out = 111.0°.... 0.249 0 1095 ,101.300000,57.858580,57.793877,114.400002,69.500000,21.548000,2.977000,12.090000,0.043000,0.006000,0.000000,24.819404,8.343224,57.800484,179.768667,386.515961,46.330469,7.051665,151.898315,3.005000,21.762000,0.000000,0.000000,112.533333,103.200002,99.933334,97.033333,97.166664,97.933334,0,1,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,30.450000,0.900000,29.543000,68.660000,13.945000,13.922000,19.066000,C3H8,35749.469704,48958.439116,,408.000000,215.240000,14.408398,7.601136,69.900002,12.090000,29.515000,0.994605,0.981306,1.013553,0.000000,14.551803,7.560130,37366.701999,19413.205641
10/07/2024,13:58:41.256,2379.45,5981.02,119.460000,2.443900,122.800000,173.100000,0.000000,60.001000,291.900000,0.420600,1.603380,1.396116,5979.000000,15.175000,0.000000,62.187500,2.000000,Testing Tank A - Drawing Water Until RTD Out = 111.0°.... 0.500 0 1101 ,101.211112,57.884468,57.769387,114.033333,69.500000,21.671000,2.982000,12.100000,0.044000,0.007000,0.000000,24.903940,8.343719,57.739502,180.786229,387.543755,46.453653,7.053555,151.897873,3.015000,21.883000,0.000000,0.000000,112.366669,102.733332,99.966667,97.366669,97.066666,97.766668,0,1,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,30.450000,0.900000,29.542000,68.660000,13.889000,13.865000,19.075000,C3H8,35603.102819,48981.549677,,384.000000,215.460000,13.560845,7.608905,69.900002,12.100000,29.515000,0.994629,0.981306,1.013578,0.000000,14.512259,7.568041,37265.160094,19433.519495
10/07/2024,13:58:43.305,2381.45,5983.07,119.400000,2.441200,122.700000,173.180000,0.000000,59.998000,291.500000,0.421000,1.601712,1.395645,5982.000000,15.175000,0.000000,62.175000,2.000000,Testing Tank A - Drawing Water Until RTD Out = 111.0°.... 0.371 0 1106 ,100.933334,57.853254,57.736735,113.733335,69.504082,21.774000,2.993000,12.110000,0.044000,0.006000,0.000000,24.975341,8.343538,57.762699,181.649976,388.397254,46.555948,7.052506,151.897858,3.023000,21.986000,0.000000,0.000000,112.233332,102.633334,99.866669,96.266668,96.733332,97.866669,0,1,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,30.450000,0.910000,29.542000,68.660000,13.879000,13.855000,19.083000,C3H8,35577.424418,49002.092397,,384.000000,215.720000,13.560845,7.618087,69.900002,12.110000,29.515000,0.994654,0.981306,1.013602,0.000000,14.387103,7.577357,36943.778793,19457.442174
10/07/2024,13:58:45.762,2384.45,5985.53,119.480000,2.445200,122.900000,173.250000,0.000000,59.997000,292.100000,0.420700,1.603754,1.396217,5984.000000,15.175000,0.000000,62.137500,2.000000,Testing Tank A - Drawing Water Until RTD Out = 111.0°.... 0.500 0 1111 ,100.788889,57.826183,57.736735,113.466667,69.510204,21.895000,3.003000,12.100000,0.042000,0.007000,0.000000,25.027399,8.343210,57.802227,182.662937,389.418611,46.678361,7.055675,151.898117,3.029000,22.108000,0.000000,0.000000,112.133331,103.066666,99.666667,95.233332,96.800003,97.833336,0,1,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,30.450000,0.910000,29.543000,68.660000,13.938000,13.915000,19.092000,C3H8,35731.494823,49025.202958,,396.000000,215.960000,13.984621,7.626563,69.900002,12.100000,29.515000,0.994629,0.981306,1.013578,0.000000,14.248761,7.585604,36588.538708,19478.617238
10/07/2024,13:58:47.888,2386.45,5987.65,119.510000,2.445900,122.900000,173.330000,0.000000,59.995000,292.300000,0.420300,1.602641,1.395364,5986.000000,15.175000,0.000000,62.075000,2.000000,Testing Tank A - Drawing Water Until RTD Out = 111.0°.... 0.250 0 1117 ,100.766666,57.822337,57.769387,113.199999,69.514285,21.996000,3.004000,12.100000,0.043000,0.008000,0.000000,25.102432,8.343190,57.807808,183.503394,390.250642,46.778087,7.054502,151.898071,3.038000,22.208000,0.000000,0.000000,111.866669,103.466667,99.500000,95.099998,96.966667,97.699997,0,1,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,30.450000,0.910000,29.543000,68.660000,13.935000,13.912000,19.101000,C3H8,35723.791303,49048.313519,,408.000000,216.240000,14.408398,7.636451,69.900002,12.100000,29.515000,0.994629,0.981306,1.013578,0.000000,14.112062,7.595439,36237.519256,19503.871975
10/07/2024,13:58:50.251,2388.45,5990.02,119.510000,2.446400,122.900000,173.400000,0.000000,59.994000,292.400000,0.420200,1.602232,1.395866,5988.000000,15.175000,0.000000,62.150000,2.000000,Testing Tank A - Drawing Water Until RTD Out = 111.0°.... 0.500 0 1123 ,100.688889,57.840828,57.793877,112.933334,69.518367,22.120000,3.018000,12.080000,0.042000,0.009000,-0.001000,25.169988,8.343060,57.817646,184.542287,391.300269,46.903901,7.065217,151.898804,3.046000,22.332000,0.000000,0.000000,111.733332,103.466667,99.466667,94.900002,96.866669,97.699997,0,1,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,30.450000,0.900000,29.543000,68.660000,13.995000,13.971000,19.109000,C3H8,35875.293868,49068.856240,,420.000000,216.480000,14.832174,7.644926,69.900002,12.080000,29.515000,0.994581,0.981306,1.013529,0.000000,14.023119,7.603500,36009.126518,19524.571772
10/07/2024,13:58:52.397,2390.45,5992.16,119.510000,2.446800,122.900000,173.490000,0.000000,59.992000,292.400000,0.420400,1.602951,1.395866,5991.000000,15.175000,0.000000,61.837500,2.000000,Testing Tank A - Drawing Water Until RTD Out = 111.0°.... 0.326 0 1129 ,100.527778,57.867899,57.799999,112.766668,69.526530,22.228000,3.031000,12.090000,0.045000,0.007000,0.000000,25.247620,8.343166,57.806282,185.443672,392.193060,47.010903,7.063928,151.899048,3.055000,22.440000,0.000000,0.000000,111.533333,103.233332,99.300003,94.800001,96.800001,97.500000,0,1,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,30.450000,0.900000,29.542000,68.660000,14.004000,13.981000,19.118000,C3H8,35900.972269,49091.966800,,420.000000,216.760000,14.832174,7.654814,69.900002,12.090000,29.515000,0.994605,0.981306,1.013553,0.000000,13.983592,7.613519,35907.628399,19550.299456
10/07/2024,13:58:54.760,2393.45,5994.53,119.490000,2.445700,122.900000,173.560000,0.000000,59.992000,292.200000,0.420600,1.602363,1.396602,5993.000000,15.175000,0.000000,61.912500,2.000000,Testing Tank A - Drawing Water Until RTD Out = 111.0°.... 0.425 0 1135 ,100.505555,57.920562,57.799999,112.599998,69.534693,22.347000,3.019000,12.090000,0.044000,0.008000,0.000000,25.301980,8.343108,57.816204,186.431445,393.180772,47.129042,7.057048,151.899139,3.062000,22.559000,0.000000,0.000000,111.333336,103.199997,99.266668,95.233332,96.733335,97.266665,0,1,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,30.450000,0.900000,29.542000,68.660000,13.918000,13.895000,19.128000,C3H8,35680.138021,49117.645201,,396.000000,217.000000,13.984621,7.663290,69.900002,12.090000,29.515000,0.994605,0.981306,1.013553,0.000000,14.016507,7.621949,35992.147600,19571.945847
10/07/2024,13:58:56.883,2395.45,5996.65,119.500000,2.445800,122.800000,173.640000,0.000000,59.991000,292.300000,0.420300,1.602461,1.395983,5995.000000,15.175000,0.000000,62.012500,2.000000,Testing Tank A - Drawing Water Until RTD Out = 111.0°.... 0.500 0 1139 ,100.549999,57.950888,57.799999,112.566666,69.546938,22.448000,3.027000,12.080000,0.045000,0.007000,0.000000,25.223853,8.343149,57.808830,187.276229,394.023553,47.230309,7.056841,151.899139,3.052000,22.661000,0.000000,0.000000,111.199999,103.099998,99.233332,95.766665,96.533333,97.466667,0,1,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,30.450000,0.910000,29.542000,68.660000,13.935000,13.912000,19.136000,C3H8,35723.791303,49138.187922,,384.000000,217.220000,13.560845,7.671059,69.900002,12.080000,29.515000,0.994581,0.981306,1.013529,0.000000,14.079058,7.629491,36152.770164,19591.313195
10/07/2024,13:58:59.249,2397.45,5999.01,119.460000,2.444000,122.800000,173.710000,0.000000,59.990000,292.000000,0.420600,1.601964,1.396451,5997.000000,15.175000,0.000000,61.812500,2.000000,Testing Tank A - Drawing Water Until RTD Out = 111.0°.... 0.452 0 1146 ,100.516666,57.985503,57.799999,112.500000,69.557142,22.573000,3.027000,12.100000,0.042000,0.010000,0.000000,25.182384,8.342933,57.839188,188.312009,395.069566,47.355679,7.050316,151.898376,3.047000,22.786000,0.000000,0.000000,111.000000,102.766668,99.199997,96.166664,96.400002,97.566666,0,1,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,30.450000,0.910000,29.542000,68.660000,13.995000,13.971000,19.144000,C3H8,35875.293868,49158.730643,,360.000000,217.460000,12.713292,7.679535,69.900002,12.100000,29.515000,0.994629,0.981306,1.013578,0.000000,14.123504,7.638291,36266.899830,19613.910468
10/07/2024,13:59:01.391,2399.45,6001.16,119.480000,2.444700,122.900000,173.790000,0.000000,59.989000,292.100000,0.420700,1.601260,1.394710,6000.000000,15.175000,0.000000,62.025000,2.000000,Testing Tank A - Drawing Water Until RTD Out = 111.0°.... 0.500 0 1151 ,100.344444,58.037722,57.797958,112.333336,69.561224,22.672000,3.003000,12.080000,0.042000,0.010000,0.000000,25.186700,8.342927,57.844723,189.142234,395.891546,47.453951,7.049771,151.897629,3.048000,22.886000,0.000000,0.000000,110.699999,101.966665,99.066666,96.300001,96.566666,97.466667,0,1,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,30.440000,0.900000,29.544000,68.660000,14.011000,13.988000,19.153000,C3H8,35918.947149,49181.841203,,396.000000,217.720000,13.984621,7.688716,69.900002,12.080000,29.515000,0.994581,0.981306,1.013529,0.000000,14.111975,7.647053,36237.294283,19636.408750
10/07/2024,13:59:03.753,2402.45,6003.52,119.480000,2.444800,122.900000,173.860000,0.000000,59.991000,292.100000,0.420600,1.602421,1.396217,6002.000000,15.175000,0.000000,62.087500,2.000000,Testing Tank A - Drawing Water Until RTD Out = 111.0°.... 0.500 0 1157 ,100.127778,58.088905,57.781632,112.133331,69.571427,22.798000,3.018000,12.100000,0.042000,0.010000,-0.001000,25.113237,8.342635,57.873901,190.196081,396.945515,47.580547,7.056941,151.896591,3.038000,23.012000,0.000000,0.000000,110.366669,101.433334,98.933334,96.233332,96.599998,97.199999,0,1,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,30.450000,0.900000,29.543000,68.660000,13.935000,13.912000,19.161000,C3H8,35723.791303,49202.383924,,384.000000,217.920000,13.560845,7.695779,69.900002,12.100000,29.515000,0.994629,0.981306,1.013578,0.000000,14.041173,7.654449,36055.487954,19655.400392
10/07/2024,13:59:05.898,2404.45,6005.66,119.470000,2.444700,122.900000,173.950000,0.000000,59.991000,292.100000,0.420700,1.603919,1.396836,6004.000000,15.175000,0.000000,61.825000,2.000000,Testing Tank A - Drawing Water Until RTD Out = 111.0°.... 0.250 0 1162 ,100.133333,58.131805,57.763265,111.966667,69.589795,22.901000,3.022000,12.110000,0.040000,0.014000,0.000000,25.109862,8.342919,57.882702,191.060026,397.809429,47.685093,7.054868,151.895737,3.038000,23.116000,0.000000,0.000000,110.099998,101.966667,98.900002,96.199997,96.566666,97.066666,0,1,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,30.450000,0.910000,29.543000,68.660000,13.899000,13.879000,19.171000,C3H8,35639.052580,49228.062325,,360.000000,218.180000,12.713292,7.704961,69.900002,12.110000,29.515000,0.994654,0.981306,1.013602,0.000000,13.914339,7.663767,35729.797934,19679.328451
10/07/2024,13:59:08.262,2406.45,6008.03,119.500000,2.445400,122.900000,174.020000,0.000000,59.990000,292.200000,0.420400,1.603787,1.396151,6006.000000,15.175000,0.000000,61.875000,2.000000,Testing Tank A - Drawing Water Until RTD Out = 111.0°.... 0.500 0 1167 ,100.166666,58.149852,57.769387,111.833336,69.597958,23.022000,3.016000,12.090000,0.039000,0.016000,0.000000,25.261524,8.343138,57.899704,192.069950,398.825563,47.805885,7.059549,151.894882,3.056000,23.237000,0.000000,0.000000,109.866669,102.166664,99.099998,96.399999,96.566666,96.900002,0,1,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,30.450000,0.900000,29.543000,68.660000,13.918000,13.895000,19.179000,C3H8,35680.138021,49248.605046,,384.000000,218.400000,13.560845,7.712730,69.900002,12.090000,29.515000,0.994605,0.981306,1.013553,0.000000,13.770984,7.671123,35361.685093,19698.216466
10/07/2024,13:59:10.392,2408.45,6010.16,119.490000,2.445500,122.900000,174.100000,0.000000,59.990000,292.200000,0.420700,1.601390,1.396853,6009.000000,15.175000,0.000000,61.862500,2.000000,Testing Tank A - Drawing Water Until RTD Out = 111.0°.... 0.250 0 1173 ,99.966667,58.167160,57.793877,111.766668,69.599998,23.124000,3.024000,12.100000,0.038000,0.018000,0.000000,25.296402,8.343126,57.926983,192.917407,399.666734,47.906708,7.056525,151.894562,3.060000,23.339000,0.000000,0.000000,109.633331,101.766668,98.966667,96.266668,96.199999,96.966667,0,1,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,30.440000,0.900000,29.542000,68.660000,13.915000,13.892000,19.188000,C3H8,35672.434501,49271.715606,,384.000000,218.680000,13.560845,7.722619,69.900002,12.100000,29.515000,0.994629,0.981306,1.013578,0.000000,13.644106,7.681144,35035.881328,19723.948961
10/07/2024,13:59:12.753,2411.45,6012.52,119.440000,2.442400,122.800000,174.170000,0.000000,59.990000,291.700000,0.421000,1.601007,1.396685,6011.000000,15.175000,0.000000,61.812500,2.000000,Testing Tank A - Drawing Water Until RTD Out = 111.0°.... 0.401 0 1179 ,99.855555,58.133136,57.830612,111.800003,69.599998,23.245000,3.016000,12.100000,0.035000,0.017000,0.000000,25.157653,8.342979,57.970879,193.932113,400.689640,48.029307,7.054247,151.894058,3.044000,23.462000,0.000000,0.000000,109.566666,101.300001,98.866669,96.400002,96.166664,96.833331,0,1,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,30.450000,0.900000,29.542000,68.660000,13.965000,13.942000,19.196000,C3H8,35800.826505,49292.258327,,396.000000,218.920000,13.984621,7.731094,69.900002,12.100000,29.515000,0.994629,0.981306,1.013578,0.000000,13.579721,7.689574,34870.551722,19745.595878
10/07/2024,13:59:14.891,2413.45,6014.66,119.490000,2.444800,122.900000,174.260000,0.000000,59.990000,292.100000,0.420600,1.601522,1.395765,6013.000000,15.175000,0.000000,62.000000,2.000000,Testing Tank A - Drawing Water Until RTD Out = 111.0°.... 0.250 0 1184 ,99.805556,58.077958,57.871429,111.966667,69.599998,23.347000,3.006000,12.100000,0.034000,0.018000,0.000000,25.017898,8.342903,57.976406,194.778856,401.528260,48.129834,7.055310,151.894226,3.027000,23.566000,0.000000,0.000000,109.500000,101.600001,98.833336,96.233332,96.033333,96.633331,0,1,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,30.450000,0.910000,29.542000,68.660000,13.991000,13.971000,19.205000,C3H8,35875.293868,49315.368888,,396.000000,219.180000,13.984621,7.740276,69.900002,12.100000,29.515000,0.994629,0.981306,1.013578,0.000000,13.558154,7.698706,34815.171245,19769.046705
10/07/2024,13:59:17.259,2415.45,6017.02,119.500000,2.445500,122.900000,174.320000,0.000000,59.990000,292.200000,0.420500,1.603558,1.396151,6015.000000,15.175000,0.000000,61.975000,2.000000,Testing Tank A - Drawing Water Until RTD Out = 111.0°.... 0.500 0 1190 ,99.838889,58.055769,57.914287,112.133331,69.599998,23.470000,2.998000,12.090000,0.033000,0.019000,0.000000,24.989797,8.342826,57.990295,195.801458,402.548706,48.253120,7.053322,151.894287,3.024000,23.690000,0.000000,0.000000,109.533333,101.866669,98.633331,96.233335,96.033333,96.733332,0,1,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,30.450000,0.910000,29.542000,68.660000,13.938000,13.915000,19.213000,C3H8,35731.494823,49335.911609,,396.000000,219.400000,13.984621,7.748045,69.900002,12.090000,29.515000,0.994605,0.981306,1.013553,0.000000,13.577713,7.706247,34865.395638,19788.409765
10/07/2024,13:59:19.386,2417.45,6019.15,119.420000,2.441300,122.700000,174.410000,0.000000,59.992000,291.500000,0.420900,1.602998,1.396918,6018.000000,15.175000,0.000000,62.087500,2.000000,Testing Tank A - Drawing Water Until RTD Out = 111.0°.... 0.500 0 1195 ,99.577777,57.996154,57.957144,112.266668,69.599998,23.570000,2.993000,12.110000,0.032000,0.019000,0.000000,25.019180,8.342863,57.984238,196.638317,403.385565,48.352455,7.056881,151.894516,3.027000,23.792000,0.000000,0.000000,109.599998,101.900002,98.466667,94.633331,96.133331,96.733332,0,1,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,30.450000,0.910000,29.543000,68.660000,13.905000,13.882000,19.222000,C3H8,35646.756100,49359.022169,,384.000000,219.640000,13.560845,7.756521,70.099998,12.110000,29.515000,0.994278,0.980935,1.013602,0.000000,13.638465,7.712138,35021.396472,19803.538068
10/07/2024,13:59:21.765,2420.45,6021.53,119.490000,2.444500,122.900000,174.480000,0.000000,59.993000,292.100000,0.420600,1.603477,1.396267,6020.000000,15.175000,0.000000,62.012500,2.000000,Testing Tank A - Drawing Water Until RTD Out = 111.0°.... 0.500 0 1201 ,99.522221,57.923521,57.987755,112.199997,69.599998,23.694000,2.997000,12.090000,0.031000,0.023000,0.000000,24.986698,8.342797,57.990856,197.666780,404.424442,48.476974,7.056068,151.894821,3.023000,23.916000,0.000000,0.000000,109.633331,102.066666,98.166667,94.533333,96.099998,96.633331,0,1,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,30.450000,0.910000,29.542000,68.660000,13.998000,13.975000,19.231000,C3H8,35885.565228,49382.132730,,384.000000,219.880000,13.560845,7.764996,69.900002,12.090000,29.515000,0.994605,0.981306,1.013553,0.000000,13.699135,7.723107,35177.187816,19831.702548
10/07/2024,13:59:23.892,2422.45,6023.66,119.430000,2.442400,122.800000,174.560000,0.000000,59.991000,291.700000,0.421000,1.602440,1.396467,6022.000000,15.175000,0.000000,61.900000,2.000000,Testing Tank A - Drawing Water Until RTD Out = 111.0°.... 0.500 0 1206 ,99.616666,57.893935,58.000000,112.033333,69.599998,23.798000,3.011000,12.090000,0.031000,0.022000,0.001000,25.030859,8.342715,57.998615,198.540456,405.287780,48.580462,7.057292,151.895279,3.028000,24.021000,0.000000,0.000000,109.766668,102.166664,98.099998,95.399999,96.099998,96.166667,0,1,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,30.450000,0.910000,29.541000,68.660000,13.905000,13.882000,19.240000,C3H8,35646.756100,49405.243291,,384.000000,220.140000,13.560845,7.774178,69.900002,12.090000,29.515000,0.994605,0.981306,1.013553,0.000000,13.741723,7.732239,35286.546976,19855.152806
10/07/2024,13:59:26.893,2425.45,6026.66,119.420000,2.441400,122.800000,174.660000,0.000000,59.995000,291.600000,0.421100,1.603342,1.395411,6025.000000,15.175000,0.000000,61.837500,2.000000,Testing Tank A - Drawing Water Until RTD Out = 111.0°.... 0.108 0 1214 ,99.388888,57.853550,58.000000,111.666667,69.599998,23.949000,3.008000,12.100000,0.027000,0.025000,0.000000,25.161896,8.342741,57.999660,199.803427,406.552725,48.733065,7.054808,151.896118,3.044000,24.172000,0.000000,0.000000,109.599998,101.933334,98.066666,94.866669,96.199997,95.666667,0,1,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,30.450000,0.910000,29.540000,68.660000,13.912000,13.889000,19.251000,C3H8,35664.730981,49433.489532,,396.000000,220.460000,13.984621,7.785479,70.099998,12.100000,29.515000,0.994254,0.980935,1.013578,0.000000,13.761214,7.740743,35336.597278,19876.990200
10/07/2024,13:59:29.895,2428.45,6029.66,119.420000,2.441000,122.700000,174.770000,0.000000,59.991000,291.500000,0.421000,1.605039,1.395914,6028.000000,15.175000,0.000000,61.900000,2.000000,Testing Tank A - Drawing Water Until RTD Out = 111.0°.... 0.424 0 1221 ,99.199999,57.815237,58.000000,111.166667,69.599998,24.100000,3.014000,12.090000,0.026000,0.026000,0.000000,25.223718,8.342608,57.994827,201.055118,407.804461,48.882123,7.055073,151.897095,3.051000,24.321000,0.000000,0.000000,109.266668,101.333333,98.133331,94.300001,96.099998,96.066666,0,1,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,30.450000,0.910000,29.542000,68.660000,13.865000,13.842000,19.263000,C3H8,35544.042497,49464.303613,,372.000000,220.780000,13.137068,7.796779,69.900002,12.090000,29.515000,0.994605,0.981306,1.013553,0.000000,13.760954,7.754718,35335.929238,19912.876517
10/07/2024,13:59:32.896,2431.45,6032.66,119.450000,2.443100,122.800000,174.870000,0.000000,59.986000,291.800000,0.420800,1.603127,1.395730,6031.000000,15.175000,0.000000,0.000000,2.000000,Testing Tank A - Drawing Water Until RTD Out = 111.0°.... 0.426 1 1228 ,99.111111,57.777958,57.997959,110.733332,69.599998,24.250000,3.017000,12.110000,0.025000,0.027000,0.000000,25.125462,8.342450,57.956657,202.309207,409.058565,49.032449,7.058421,151.898056,3.039000,24.470000,0.000000,0.000000,108.766668,100.800001,98.300003,95.133331,95.633331,96.033333,0,1,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,30.450000,0.900000,29.542000,68.660000,13.855000,13.832000,19.275000,C3H8,35518.364096,49495.117694,,408.000000,221.140000,14.408398,7.809493,69.900002,12.110000,29.515000,0.994654,0.981306,1.013602,0.000000,13.740967,7.767740,35284.605786,19946.313565
10/07/2024,13:59:35.896,2434.45,6035.66,119.420000,2.441400,122.700000,174.970000,0.000000,59.985000,291.600000,0.420900,1.601991,1.395076,6034.000000,15.175000,0.000000,0.000000,2.000000,Testing Tank A - Drawing Water Until RTD Out = 111.0°.... 0.426 1 1228 ,99.027778,57.783136,57.979592,110.333336,69.599998,24.335000,0.000000,12.100000,0.019000,0.032000,0.000000,23.770765,8.341472,57.923679,203.024454,409.769774,49.117459,6.988509,151.902298,2.875000,24.554000,0.000000,0.000000,108.366666,100.366669,98.266668,95.799998,95.300001,96.066666,0,1,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,30.450000,0.910000,29.542000,68.660000,13.713000,13.690000,19.286000,C3H8,35153.730803,49523.363935,,432.000000,221.480000,15.255950,7.821500,70.099998,12.100000,29.515000,0.994254,0.980935,1.013578,0.000000,13.747494,7.776557,35301.365936,19968.954865
10/07/2024,13:59:38.898,2437.45,6038.66,119.490000,2.444400,122.800000,175.070000,0.000000,59.984000,292.100000,0.420500,1.602520,1.396853,6037.000000,15.175000,0.000000,0.000000,2.000000,Testing Tank A - Drawing Water Until RTD Out = 111.0°.... 0.426 1 1228 ,98.972223,57.791864,57.942858,110.199997,69.599998,24.335000,0.000000,12.110000,0.019000,0.029000,-0.001000,18.060929,8.341683,57.897621,203.027840,409.773053,49.117459,6.953966,151.901672,2.184000,24.554000,0.000000,0.000000,107.766668,100.433334,97.933334,96.499997,94.966667,96.233335,0,1,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,30.450000,0.900000,29.542000,68.670000,13.955000,13.932000,19.298000,C3H8,35775.148104,49554.178016,,408.000000,221.820000,14.408398,7.833507,69.900002,12.110000,29.515000,0.994654,0.981306,1.013602,0.000000,13.795122,7.791625,35423.667806,20007.647983
10/07/2024,13:59:41.900,2440.45,6041.67,119.440000,2.442500,122.800000,175.180000,0.000000,59.982000,291.700000,0.420900,1.603685,1.396852,6040.000000,15.175000,0.000000,0.000000,2.000000,Testing Tank A - Drawing Water Until RTD Out = 111.0°.... 0.426 1 1228 ,98.922222,57.763609,57.912246,110.199997,69.599998,24.335000,0.000000,12.090000,0.018000,0.029000,0.000000,8.578345,8.341805,57.880527,203.027840,409.773053,49.117459,6.955664,151.901062,1.037000,24.554000,0.000000,0.000000,107.466667,100.133331,97.533333,97.033333,94.933334,96.433334,0,1,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,30.450000,0.910000,29.542000,68.670000,14.008000,13.985000,19.309000,C3H8,35911.243629,49582.424257,,396.000000,222.140000,13.984621,7.844807,69.900002,12.090000,29.515000,0.994605,0.981306,1.013553,0.000000,13.867430,7.802487,35609.342022,20035.539403
10/07/2024,13:59:44.902,2443.45,6044.67,119.510000,2.445500,122.900000,175.280000,0.000000,59.984000,292.300000,0.420600,1.603966,1.395532,6043.000000,15.175000,0.000000,0.000000,2.000000,Testing Tank A - Drawing Water Until RTD Out = 111.0°.... 0.426 1 1228 ,99.116666,57.755621,57.900002,110.199997,69.599998,24.335000,0.000000,12.090000,0.018000,0.028000,0.000000,1.998489,8.341411,57.932880,203.027840,409.773053,49.117459,6.961367,151.900543,0.242000,24.554000,0.000000,0.000000,107.466667,100.133331,97.866666,97.466667,95.166667,96.599998,0,1,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,30.450000,0.910000,29.542000,68.670000,13.975000,13.952000,19.321000,C3H8,35826.504906,49613.238338,,384.000000,222.460000,13.560845,7.856108,69.900002,12.090000,29.515000,0.994605,0.981306,1.013553,0.000000,13.934939,7.813727,35782.694238,20064.401259
10/07/2024,13:59:47.901,2446.45,6047.67,119.400000,2.440100,122.700000,175.380000,0.000000,59.983000,291.400000,0.421100,1.602844,1.395812,6046.000000,15.175000,0.000000,0.000000,2.000000,Testing Tank A - Drawing Water Until RTD Out = 111.0°.... 0.426 1 1228 ,99.255555,57.731952,57.900002,110.199997,69.599998,24.335000,0.000000,12.090000,0.020000,0.026000,0.000000,0.014952,8.341100,57.972763,203.027840,409.773053,49.117459,6.960624,151.900177,0.002000,24.554000,0.000000,0.000000,107.566666,100.466667,97.800001,97.666664,95.266668,96.766668,0,1,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,30.450000,0.910000,29.543000,68.670000,13.882000,13.859000,19.333000,C3H8,35587.695778,49644.052419,,408.000000,222.800000,14.408398,7.868115,70.099998,12.090000,29.515000,0.994230,0.980935,1.013553,0.000000,14.012319,7.822715,35981.393925,20087.480760
