(10/13/2015 4:29:37 PM) INFO - Making report for: 1130, try 1. 
(10/29/2015 6:26:58 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:27:09 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:27:20 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:27:31 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:27:42 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:27:53 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:28:04 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:28:15 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:28:26 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:28:38 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:28:49 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:29:00 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:29:11 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:29:22 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:29:33 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:29:44 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:29:55 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:30:06 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:30:18 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:30:29 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:30:40 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:30:51 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:31:02 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:31:13 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:31:24 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:31:35 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:31:47 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:31:58 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:32:09 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:32:20 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:32:31 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:32:42 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:32:53 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:33:04 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:33:15 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:33:27 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:33:38 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:33:49 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:34:00 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:34:11 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:34:22 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:34:33 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:34:44 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:34:55 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:35:07 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:35:18 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:35:29 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:35:40 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:35:51 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:36:02 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:36:13 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:36:24 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:36:35 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:36:47 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:36:58 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:37:09 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:37:20 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:37:31 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:37:42 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:37:53 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:38:04 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:38:16 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:38:27 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:38:38 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:38:49 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:39:00 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:39:11 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:39:22 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:39:33 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:39:44 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:39:56 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:40:07 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:40:18 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:40:29 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:40:40 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:40:51 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:41:02 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:41:13 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:41:25 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:41:36 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:41:47 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:41:58 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:42:09 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:42:20 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:42:31 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:42:42 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:42:54 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:43:05 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:43:16 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:43:27 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:43:38 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:43:49 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:44:00 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:44:11 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:44:23 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:44:34 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:44:45 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:44:56 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:45:07 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:45:18 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:45:29 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:45:40 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:45:52 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:46:03 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:46:14 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:46:25 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:46:36 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:46:47 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:46:58 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:47:09 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:47:21 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:47:32 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:47:43 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:47:54 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:48:05 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:48:16 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:48:27 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:48:38 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:48:50 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:49:01 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:49:12 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:49:23 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:49:34 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:49:45 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:49:56 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:50:07 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:50:19 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:50:30 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:50:41 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:50:52 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:51:03 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:51:14 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:51:25 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:51:36 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:51:48 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:51:59 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:52:10 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:52:21 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:52:32 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:52:43 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:52:54 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:53:05 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:53:17 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:53:28 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:53:39 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:53:50 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:54:01 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:54:12 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:54:23 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:54:34 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:54:46 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:54:57 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:55:08 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:55:19 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:55:30 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:55:41 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:55:52 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:56:03 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:56:15 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:56:26 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:56:37 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:56:48 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:56:59 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:57:10 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:57:21 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:57:33 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:57:44 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:57:55 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:58:06 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:58:17 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:58:28 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:58:39 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:58:50 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:59:02 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:59:13 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:59:24 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:59:35 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:59:46 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 6:59:57 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:00:08 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:00:19 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:00:31 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:00:42 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:00:53 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:01:04 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:01:15 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:01:26 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:01:37 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:01:48 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:02:00 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:02:11 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:02:22 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:02:33 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:02:44 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:02:55 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:03:06 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:03:18 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:03:29 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:03:40 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:03:51 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:04:02 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:04:13 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:04:24 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:04:35 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:04:47 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:04:58 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:05:09 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:05:20 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:05:31 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:05:42 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:05:53 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:06:04 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:06:16 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:06:27 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:06:38 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:06:49 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:07:00 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:07:11 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:07:22 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:07:34 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:07:45 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:07:56 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:08:07 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:08:18 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:08:29 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:08:40 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:08:52 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:09:03 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:09:14 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:09:25 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:09:36 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:09:47 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:09:58 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:10:09 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:10:21 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:10:32 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:10:43 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:10:54 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:11:05 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:11:16 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:11:27 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:11:39 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:11:50 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:12:01 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:12:12 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:12:23 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:12:34 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:12:45 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:12:57 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:13:08 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:13:19 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:13:30 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:13:41 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:13:52 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:14:03 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:14:15 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:14:26 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:14:37 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:14:48 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:14:59 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:15:10 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:15:21 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:15:32 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:15:44 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:15:55 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:16:06 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:16:17 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:16:28 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:16:39 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:16:50 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:17:02 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:17:13 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:17:24 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:17:35 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:17:46 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:17:57 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:18:08 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:18:20 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:18:31 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:18:42 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:18:53 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:19:04 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:19:15 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:19:26 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:19:38 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:19:49 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:20:00 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:20:11 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:20:22 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:20:33 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:20:44 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:20:56 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:21:07 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:21:18 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:21:29 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:21:40 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:21:51 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:22:02 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:22:14 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:22:25 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:22:36 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:22:47 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:22:58 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:23:09 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:23:20 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:23:32 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:23:43 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:23:54 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:24:05 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:24:16 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:24:27 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:24:38 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:24:50 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:25:01 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:25:12 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:25:23 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:25:34 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:25:45 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:25:56 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:26:08 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:26:19 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:26:30 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:26:41 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:26:52 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:27:03 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:27:14 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:27:26 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:27:37 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:27:48 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:27:59 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:28:10 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:28:21 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:28:32 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:28:44 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:28:55 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:29:06 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:29:17 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:29:28 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:29:39 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:29:51 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:30:02 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:30:13 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:30:24 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:30:35 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:30:46 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:30:58 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:31:09 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:31:20 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:31:31 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:31:42 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:31:53 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:32:04 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:32:16 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:32:27 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:32:38 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:32:49 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:33:00 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:33:11 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:33:23 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:33:34 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:33:45 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:33:56 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:34:07 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:34:18 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:34:29 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:34:41 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:34:52 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:35:03 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:35:14 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:35:25 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:35:36 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:35:48 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:35:59 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:36:10 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:36:21 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:36:32 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:36:43 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:36:54 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:37:06 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:37:17 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:37:28 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:37:39 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:37:50 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:38:01 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:38:13 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:38:24 AM) INFO - Making report for: 1360, try 1. 
(10/29/2015 7:38:35 AM) INFO - Making report for: 1360, try 1. 
